network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
2001:df7:ee00::/48,1269750,1269750,,0,0
2001:df7:ef00::/48,2077456,2077456,,0,0
2001:df7:f000::/48,1861060,1861060,,0,0
2001:df7:f100::/48,1643084,1643084,,0,0
2001:df7:f200::/48,1643084,1643084,,0,0
2001:df7:f300::/48,2077456,2077456,,0,0
2001:df7:f400::/48,1269750,1269750,,0,0
2001:df7:f500::/48,1643084,1643084,,0,0
2001:df7:f600::/48,1269750,1269750,,0,0
2001:df7:f700::/48,1643084,1643084,,0,0
2001:df7:f800::/48,1269750,1269750,,0,0
2001:df7:fa00::/48,1643084,1643084,,0,0
2001:df7:fb00::/48,1269750,1269750,,0,0
2001:df7:fd00::/48,1733045,1733045,,0,0
2001:df7:fe00::/48,1643084,1643084,,0,0
2001:df7:ff00::/48,1643084,1643084,,0,0
2001:df8::/32,6251999,2077456,,0,0
2001:df9::/32,2077456,2077456,,0,0
2001:dfa::/32,1861060,1861060,,0,0
2001:e00::/31,1643084,1643084,,0,0
2001:e08::/32,1814991,1814991,,0,0
2001:e10::/32,1668284,1668284,,0,0
2001:e18::/32,1814991,1814991,,0,0
2001:e20::/32,2186224,2186224,,0,0
2001:e28::/32,1861060,1861060,,0,0
2001:e30::/32,1269750,1269750,,0,0
2001:e38::/32,1861060,1861060,,0,0
2001:e40::/29,1861060,1861060,,0,0
2001:e48::/32,1269750,1269750,,0,0
2001:e58::/32,1861060,1861060,,0,0
2001:e60::/32,1835841,1835841,,0,0
2001:e68::/32,1733045,1733045,,0,0
2001:e70::/32,1835841,1835841,,0,0
2001:e78::/32,1835841,1835841,,0,0
2001:e80::/32,1814991,1814991,,0,0
2001:e88::/32,1814991,1814991,,0,0
2001:e90::/32,1861060,1861060,,0,0
2001:e98::/32,1835841,1835841,,0,0
2001:ea0::/32,1835841,1835841,,0,0
2001:ea8::/32,1835841,1835841,,0,0
2001:eb0::/32,1819730,1819730,,0,0
2001:eb8::/32,1835841,1835841,,0,0
2001:ec0::/32,1605651,1605651,,0,0
2001:ed0::/32,1835841,1835841,,0,0
2001:ed8::/32,1668284,1668284,,0,0
2001:ee0::/32,1562822,1562822,,0,0
2001:ee8::/32,1835841,1835841,,0,0
2001:ef0::/32,1835841,1835841,,0,0
2001:ef8::/32,1835841,1835841,,0,0
2001:f00::/32,1605651,1605651,,0,0
2001:f08::/32,1861060,1861060,,0,0
2001:f10::/32,1668284,1668284,,0,0
2001:f18::/32,1668284,1668284,,0,0
2001:f20::/32,1643084,1643084,,0,0
2001:f28::/32,1835841,1835841,,0,0
2001:f30::/32,1269750,1269750,,0,0
2001:f38::/32,1814991,1814991,,0,0
2001:f40::/32,1733045,1733045,,0,0
2001:f48::/32,1835841,1835841,,0,0
2001:f50::/32,2186224,2186224,,0,0
2001:f58::/32,1861060,1861060,,0,0
2001:f60::/27,1861060,1861060,,0,0
2001:f80::/32,1861060,1861060,,0,0
2001:f88::/32,1814991,1814991,,0,0
2001:f90::/32,1821275,1821275,,0,0
2001:f98::/32,1861060,1861060,,0,0
2001:fa0::/32,1861060,1861060,,0,0
2001:fa8::/32,1861060,1861060,,0,0
2001:fb0::/31,1605651,1605651,,0,0
2001:fc0::/32,1880251,1880251,,0,0
2001:fc8::/32,1861060,1861060,,0,0
2001:fd0::/32,1269750,1269750,,0,0
2001:fd8::/32,1694008,1694008,,0,0
2001:fe0::/32,1694008,1694008,,0,0
2001:fe8::/32,1168579,1168579,,0,0
2001:ff0::/32,1861060,1861060,,0,0
2001:ff8::/32,1821275,1821275,,0,0
2001:1200::/32,3996063,3996063,,0,0
2001:1201::/43,3996063,3996063,,0,0
2001:1208::/32,3996063,3996063,,0,0
2001:1210::/32,3996063,3996063,,0,0
2001:1218::/32,3996063,3996063,,0,0
2001:1220::/32,3996063,3996063,,0,0
2001:1221::/48,3996063,3996063,,0,0
2001:1228::/32,3996063,3996063,,0,0
2001:122c::/32,3996063,3996063,,0,0
2001:1230::/32,3996063,3996063,,0,0
2001:1238::/32,3996063,3996063,,0,0
2001:1240::/32,3996063,3996063,,0,0
2001:1248::/32,3996063,3996063,,0,0
2001:1250::/32,3996063,3996063,,0,0
2001:1258::/32,3996063,3996063,,0,0
2001:1260::/32,3996063,3996063,,0,0
2001:1270::/32,3996063,3996063,,0,0
2001:1278::/32,3996063,3996063,,0,0
2001:1280::/32,3469034,3469034,,0,0
2001:1284::/32,3469034,3469034,,0,0
2001:1288::/32,3469034,3469034,,0,0
2001:128c::/32,3469034,3469034,,0,0
2001:1290::/32,3469034,3469034,,0,0
2001:1291::/39,3469034,3469034,,0,0
2001:1291:200::/49,3469034,3469034,,0,0
2001:1291:200:8000::/53,3469034,3469034,,0,0
2001:1291:200:8800::/57,3469034,3469034,,0,0
2001:1291:200:8880::/58,3469034,3469034,,0,0
2001:1291:200:88c0::/59,3469034,3469034,,0,0
2001:1291:200:88e0::/60,3469034,3469034,,0,0
2001:1291:200:88f0::/61,3469034,3469034,,0,0
2001:1291:200:88f8::/62,3469034,3469034,,0,0
2001:1291:200:88fc::/64,3469034,3469034,,0,0
2001:1291:200:88fd::/64,3865483,3469034,,0,0
2001:1291:200:88fe::/63,3469034,3469034,,0,0
2001:1291:200:8900::/56,3469034,3469034,,0,0
2001:1291:200:8a00::/55,3469034,3469034,,0,0
2001:1291:200:8c00::/54,3469034,3469034,,0,0
2001:1291:200:9000::/52,3469034,3469034,,0,0
2001:1291:200:a000::/51,3469034,3469034,,0,0
2001:1291:200:c000::/50,3469034,3469034,,0,0
2001:1291:201::/48,3469034,3469034,,0,0
2001:1291:202::/47,3469034,3469034,,0,0
2001:1291:204::/46,3469034,3469034,,0,0
2001:1291:208::/45,3469034,3469034,,0,0
2001:1291:210::/44,3469034,3469034,,0,0
2001:1291:220::/43,3469034,3469034,,0,0
2001:1291:240::/42,3469034,3469034,,0,0
2001:1291:280::/41,3469034,3469034,,0,0
2001:1291:300::/40,3469034,3469034,,0,0
2001:1291:400::/38,3469034,3469034,,0,0
2001:1291:800::/37,3469034,3469034,,0,0
2001:1291:1000::/36,3469034,3469034,,0,0
2001:1291:2000::/35,3469034,3469034,,0,0
2001:1291:4000::/34,3469034,3469034,,0,0
2001:1291:8000::/33,3469034,3469034,,0,0
2001:1294::/32,3469034,3469034,,0,0
2001:1298::/32,3469034,3469034,,0,0
2001:129c::/32,3469034,3469034,,0,0
2001:12a0::/32,3469034,3469034,,0,0
2001:12a4::/32,3469034,3469034,,0,0
2001:12ac::/32,3469034,3469034,,0,0
2001:12b0::/32,3469034,3469034,,0,0
2001:12b4::/32,3469034,3469034,,0,0
2001:12b8::/32,3469034,3469034,,0,0
2001:12bc::/32,3469034,3469034,,0,0
2001:12c0::/32,3469034,3469034,,0,0
2001:12c4::/32,3469034,3469034,,0,0
2001:12c8::/32,3469034,3469034,,0,0
2001:12d0::/32,3469034,3469034,,0,0
2001:12d8::/32,3469034,3469034,,0,0
2001:12e0::/32,3469034,3469034,,0,0
2001:12e8::/32,3469034,3469034,,0,0
2001:12f0::/32,3469034,3469034,,0,0
2001:12f8::/48,3469034,3469034,,0,0
2001:12f8:2::/47,3469034,3469034,,0,0
2001:12f8:4::/46,3469034,3469034,,0,0
2001:12f8:8::/46,3469034,3469034,,0,0
2001:12f8:c::/47,3469034,3469034,,0,0
2001:12fe::/31,3469034,3469034,,0,0
2001:1300::/32,3932488,3932488,,0,0
2001:1308::/32,3508796,3508796,,0,0
2001:1310::/32,3895114,3895114,,0,0
2001:1318::/32,3865483,3865483,,0,0
2001:1320::/32,3437598,3437598,,0,0
2001:1328::/32,3439705,3439705,,0,0
2001:1330::/29,3624060,3624060,,0,0
2001:1338::/32,3625428,3625428,,0,0
2001:1340::/32,3562981,3562981,,0,0
2001:1348::/32,3439705,3439705,,0,0
2001:1350::/32,3625428,3625428,,0,0
2001:1358::/32,3562981,3562981,,0,0
2001:1360::/32,3595528,3595528,,0,0
2001:1368::/32,3703430,3703430,,0,0
2001:1370::/32,3723988,3723988,,0,0
2001:1378::/32,3923057,3923057,,0,0
2001:1380::/32,3932488,3932488,,0,0
2001:1388::/32,3932488,3932488,,0,0
2001:1398::/32,3895114,3895114,,0,0
2001:13a8::/32,3996063,3996063,,0,0
2001:13b0::/33,3865483,3865483,,0,0
2001:13b0:8000::/34,3686110,3865483,,0,0
2001:13b0:c000::/36,3865483,3865483,,0,0
2001:13b0:d000::/51,3865483,3865483,,0,0
2001:13b0:d000:2000::/52,3865483,3865483,,0,0
2001:13b0:d000:3000::/55,3865483,3865483,,0,0
2001:13b0:d000:3200::/62,3865483,3865483,,0,0
2001:13b0:d000:3204::/64,3865483,3865483,,0,0
2001:13b0:d000:3205::/64,3658394,3865483,,0,0
2001:13b0:d000:3206::/63,3865483,3865483,,0,0
2001:13b0:d000:3208::/61,3865483,3865483,,0,0
2001:13b0:d000:3210::/60,3865483,3865483,,0,0
2001:13b0:d000:3220::/59,3865483,3865483,,0,0
2001:13b0:d000:3240::/58,3865483,3865483,,0,0
2001:13b0:d000:3280::/57,3865483,3865483,,0,0
2001:13b0:d000:3300::/56,3865483,3865483,,0,0
2001:13b0:d000:3400::/54,3865483,3865483,,0,0
2001:13b0:d000:3800::/53,3865483,3865483,,0,0
2001:13b0:d000:4000::/50,3865483,3865483,,0,0
2001:13b0:d000:8000::/49,3865483,3865483,,0,0
2001:13b0:d001::/48,3865483,3865483,,0,0
2001:13b0:d002::/52,3658394,3865483,,0,0
2001:13b0:d002:1000::/52,3865483,3865483,,0,0
2001:13b0:d002:2000::/51,3865483,3865483,,0,0
2001:13b0:d002:4000::/50,3865483,3865483,,0,0
2001:13b0:d002:8000::/49,3865483,3865483,,0,0
2001:13b0:d003::/48,3865483,3865483,,0,0
2001:13b0:d004::/46,3865483,3865483,,0,0
2001:13b0:d008::/45,3865483,3865483,,0,0
2001:13b0:d010::/44,3865483,3865483,,0,0
2001:13b0:d020::/43,3865483,3865483,,0,0
2001:13b0:d040::/42,3865483,3865483,,0,0
2001:13b0:d080::/41,3865483,3865483,,0,0
2001:13b0:d100::/40,3865483,3865483,,0,0
2001:13b0:d200::/39,3865483,3865483,,0,0
2001:13b0:d400::/38,3865483,3865483,,0,0
2001:13b0:d800::/37,3865483,3865483,,0,0
2001:13b0:e000::/35,3865483,3865483,,0,0
2001:13b1::/32,3865483,3865483,,0,0
2001:13b2::/31,3865483,3865483,,0,0
2001:13b4::/30,3865483,3865483,,0,0
2001:13c7:6000::/48,3686110,3686110,,0,0
2001:13c7:6001::/48,3865483,3865483,,0,0
2001:13c7:6002::/48,7609695,7609695,,0,0
2001:13c7:6003::/48,3723988,3723988,,0,0
2001:13c7:6004::/47,7626836,7626836,,0,0
2001:13c7:6006::/48,3658394,3658394,,0,0
2001:13c7:6007::/48,3865483,3865483,,0,0
2001:13c7:6008::/46,3865483,3865483,,0,0
2001:13c7:600c::/47,3865483,3865483,,0,0
2001:13c7:600e::/48,3865483,3865483,,0,0
2001:13c7:6010::/44,3865483,3865483,,0,0
2001:13c7:6f00::/40,3658394,3658394,,0,0
2001:13c7:7000::/48,3996063,3996063,,0,0
2001:13c7:7001::/48,3439705,3439705,,0,0
2001:13c7:7002::/48,3469034,3439705,,0,0
2001:13c7:7003::/48,3439705,3439705,,0,0
2001:13c7:7004::/48,3624060,3624060,,0,0
2001:13c7:7005::/48,3439705,3439705,,0,0
2001:13c7:7006::/47,3439705,3439705,,0,0
2001:13c7:7008::/47,3439705,3439705,,0,0
2001:13c7:7010::/46,3469034,3439705,,0,0
2001:13c7:7014::/48,3996063,3996063,,0,0
2001:13c7:7020::/44,3439705,3439705,,0,0
2001:13c8::/32,3562981,3562981,,0,0
2001:13d0::/29,3865483,3865483,,0,0
2001:13d8::/32,3624060,3624060,,0,0
2001:13e0::/32,3508796,3508796,,0,0
2001:13e8::/32,3865483,3865483,,0,0
2001:13f0::/32,3508796,3508796,,0,0
2001:13f8::/32,3686110,3686110,,0,0
2001:1400::/29,2661886,2661886,,0,0
2001:1408::/33,2782113,2782113,,0,0
2001:1408:8000::/34,2782113,2782113,,0,0
2001:1408:c000::/35,2782113,2782113,,0,0
2001:1408:e000::/36,2782113,2782113,,0,0
2001:1408:f000::/37,2782113,2782113,,0,0
2001:1408:f800::/38,2782113,2782113,,0,0
2001:1408:fc00::/39,2782113,2782113,,0,0
2001:1408:fe00::/40,2782113,2782113,,0,0
2001:1408:ff00::/46,2782113,2782113,,0,0
2001:1408:ff04::/47,2782113,2782113,,0,0
2001:1408:ff06::/48,2782113,2782113,,0,0
2001:1408:ff07::/48,3175395,3175395,,0,0
2001:1408:ff08::/45,2782113,2782113,,0,0
2001:1408:ff10::/44,2782113,2782113,,0,0
2001:1408:ff20::/43,2782113,2782113,,0,0
2001:1408:ff40::/42,2782113,2782113,,0,0
2001:1408:ff80::/41,2782113,2782113,,0,0
2001:1410::/32,2921044,2921044,,0,0
2001:1418::/29,3175395,3175395,,0,0
2001:1420::/29,2635167,2635167,,0,0
2001:1428::/32,2017370,2017370,,0,0
2001:1430::/32,660013,660013,,0,0
2001:1438::/32,2921044,2921044,,0,0
2001:1440::/32,2921044,2921044,,0,0
2001:1448::/32,2623032,2623032,,0,0
2001:1450::/32,3175395,3175395,,0,0
2001:1458::/38,3017382,2658434,,0,0
2001:1458:400::/38,2658434,2658434,,0,0
2001:1458:800::/37,2658434,2658434,,0,0
2001:1458:1000::/36,2658434,2658434,,0,0
2001:1458:2000::/35,2658434,2658434,,0,0
2001:1458:4000::/34,2658434,2658434,,0,0
2001:1458:8000::/33,2658434,2658434,,0,0
2001:1459::/32,2658434,2658434,,0,0
2001:1460::/32,2750405,2750405,,0,0
2001:1468::/33,3077311,3077311,,0,0
2001:1468:8000::/34,2963597,3077311,,0,0
2001:1468:c000::/35,2963597,3077311,,0,0
2001:1468:e000::/36,2963597,3077311,,0,0
2001:1468:f000::/37,2963597,3077311,,0,0
2001:1468:f800::/38,2963597,3077311,,0,0
2001:1468:fc00::/39,2963597,3077311,,0,0
2001:1468:fe00::/40,2963597,3077311,,0,0
2001:1468:ff00::/41,2963597,3077311,,0,0
2001:1468:ff80::/42,2963597,3077311,,0,0
2001:1468:ffc0::/43,2963597,3077311,,0,0
2001:1468:ffe0::/44,2963597,3077311,,0,0
2001:1468:fff0::/45,2963597,3077311,,0,0
2001:1468:fff8::/46,2963597,3077311,,0,0
2001:1468:fffc::/47,2963597,3077311,,0,0
2001:1468:fffe::/48,2963597,3077311,,0,0
2001:1468:ffff::/48,2963597,2017370,,0,0
2001:1469::/32,2017370,2017370,,0,0
2001:146a::/32,2017370,2017370,,0,0
2001:146b::/32,3077311,3077311,,0,0
2001:146c::/32,6252001,3077311,,0,0
2001:146d::/32,3077311,3077311,,0,0
2001:146e::/32,3077311,3077311,,0,0
2001:146f::/32,6252001,3077311,,0,0
2001:1470::/29,3190538,3190538,,0,0
2001:1478::/48,3077311,3077311,,0,0
2001:1478:1::/48,2635167,2635167,,0,0
2001:1478:2::/47,2635167,2635167,,0,0
2001:1478:4::/46,2635167,2635167,,0,0
2001:1478:8::/45,2635167,2635167,,0,0
2001:1478:10::/44,2635167,2635167,,0,0
2001:1478:20::/43,2635167,2635167,,0,0
2001:1478:40::/42,2635167,2635167,,0,0
2001:1478:80::/41,2635167,2635167,,0,0
2001:1478:100::/40,2635167,2635167,,0,0
2001:1478:200::/39,2635167,2635167,,0,0
2001:1478:400::/38,2635167,2635167,,0,0
2001:1478:800::/37,2635167,2635167,,0,0
2001:1478:1000::/36,2635167,2635167,,0,0
2001:1478:2000::/35,2635167,2635167,,0,0
2001:1478:4000::/34,2635167,2635167,,0,0
2001:1478:8000::/33,2635167,2635167,,0,0
2001:1488::/29,3077311,3077311,,0,0
2001:1490::/29,102358,102358,,0,0
2001:1498::/32,2510769,2510769,,0,0
2001:14a0::/32,2750405,2750405,,0,0
2001:14a8::/32,2658434,2658434,,0,0
2001:14b0::/32,2921044,2921044,,0,0
2001:14b8::/29,660013,660013,,0,0
2001:14c0::/32,2921044,2921044,,0,0
2001:14c8::/32,3017382,3017382,,0,0
2001:14d0::/29,2623032,2623032,,0,0
2001:14d8::/32,2921044,2921044,,0,0
2001:14e0::/32,2921044,2921044,,0,0
2001:14e8::/32,130758,130758,,0,0
2001:14f0::/29,2921044,2921044,,0,0
2001:14f8::/32,2921044,2921044,,0,0
2001:1500::/32,130758,130758,,0,0
2001:1508::/32,3077311,3077311,,0,0
2001:1510::/32,2635167,2635167,,0,0
2001:1520::/32,2921044,2921044,,0,0
2001:1528::/32,3077311,3077311,,0,0
2001:1530::/32,453733,453733,,0,0
2001:1538::/32,3017382,3017382,,0,0
2001:1540::/32,2750405,2750405,,0,0
2001:1548::/29,390903,390903,,0,0
2001:1558::/32,2658434,2658434,,0,0
2001:1560::/29,2921044,2921044,,0,0
2001:1568::/32,3077311,3077311,,0,0
2001:1578::/29,2921044,2921044,,0,0
2001:1580::/32,2623032,2623032,,0,0
2001:1588::/29,2264397,2264397,,0,0
2001:1590::/32,3190538,3190538,,0,0
2001:1598::/32,2802361,2802361,,0,0
2001:15a8::/32,3175395,3175395,,0,0
2001:15b0::/32,2750405,2750405,,0,0
2001:15b8::/32,2750405,2750405,,0,0
2001:15c0::/29,3190538,3190538,,0,0
2001:15c8::/32,2750405,2750405,,0,0
2001:15d8::/29,2264397,2264397,,0,0
2001:15e0::/32,2635167,2635167,,0,0
2001:15e8::/29,3077311,3077311,,0,0
2001:15f0::/32,2921044,2921044,,0,0
2001:15f8::/32,2623032,2623032,,0,0
2001:1600::/29,2658434,2658434,,0,0
2001:1608::/32,2921044,2921044,,0,0
2001:1610::/29,2960313,2960313,,0,0
2001:1618::/29,2782113,2782113,,0,0
2001:1620::/30,2658434,2658434,,0,0
2001:1630::/29,2661886,2661886,,0,0
2001:1638::/32,2921044,2921044,,0,0
2001:1640::/32,2921044,2921044,,0,0
2001:1650::/32,3017382,3017382,,0,0
2001:1658::/29,660013,660013,,0,0
2001:1660::/32,2661886,2661886,,0,0
2001:1668::/32,3017382,3017382,,0,0
2001:1670::/32,286963,286963,,0,0
2001:1678::/32,3175395,3175395,,0,0
2001:1680::/29,2658434,2658434,,0,0
2001:1688::/29,3190538,3190538,,0,0
2001:1690::/32,2750405,2750405,,0,0
2001:1698::/32,2960313,2960313,,0,0
2001:16a0::/29,102358,102358,,0,0
2001:16a8::/32,3175395,3175395,,0,0
2001:16b0::/32,798544,798544,,0,0
2001:16b8::/32,2921044,2921044,,0,0
2001:16c0::/64,130758,130758,,0,0
2001:16c0:0:1::/64,2077456,2077456,,0,0
2001:16c0:0:2::/63,2077456,2077456,,0,0
2001:16c0:0:4::/62,2077456,2077456,,0,0
2001:16c0:0:8::/61,2077456,2077456,,0,0
2001:16c0:0:10::/60,2077456,2077456,,0,0
2001:16c0:0:20::/59,2077456,2077456,,0,0
2001:16c0:0:40::/58,2077456,2077456,,0,0
2001:16c0:0:80::/57,2077456,2077456,,0,0
2001:16c0:0:100::/56,2077456,2077456,,0,0
2001:16c0:0:200::/55,2077456,2077456,,0,0
2001:16c0:0:400::/54,2077456,2077456,,0,0
2001:16c0:0:800::/53,2077456,2077456,,0,0
2001:16c0:0:1000::/52,2077456,2077456,,0,0
2001:16c0:0:2000::/51,2077456,2077456,,0,0
2001:16c0:0:4000::/50,2077456,2077456,,0,0
2001:16c0:0:8000::/49,2077456,2077456,,0,0
2001:16c0:1::/48,2077456,2077456,,0,0
2001:16c0:2::/47,2077456,2077456,,0,0
2001:16c0:4::/46,2077456,2077456,,0,0
2001:16c0:8::/47,2077456,2077456,,0,0
2001:16c0:a::/48,130758,2077456,,0,0
2001:16c0:b::/48,2077456,2077456,,0,0
2001:16c0:c::/46,2077456,2077456,,0,0
2001:16c0:10::/44,2077456,2077456,,0,0
2001:16c0:20::/43,2077456,2077456,,0,0
2001:16c0:40::/42,2077456,2077456,,0,0
2001:16c0:80::/41,2077456,2077456,,0,0
2001:16c0:100::/40,2077456,2077456,,0,0
2001:16c0:200::/39,2077456,2077456,,0,0
2001:16c0:400::/38,2077456,2077456,,0,0
2001:16c0:800::/37,2077456,2077456,,0,0
2001:16c0:1000::/36,2077456,2077456,,0,0
2001:16c0:2000::/35,2077456,2077456,,0,0
2001:16c0:4000::/34,2077456,2077456,,0,0
2001:16c0:8000::/34,2077456,2077456,,0,0
2001:16c0:c000::/35,2077456,2077456,,0,0
2001:16c0:e000::/36,2077456,2077456,,0,0
2001:16c0:f000::/37,2077456,2077456,,0,0
2001:16c0:f800::/38,2077456,2077456,,0,0
2001:16c0:fc00::/39,2077456,2077456,,0,0
2001:16c0:fe00::/41,2077456,2077456,,0,0
2001:16c0:fe80::/42,2077456,2077456,,0,0
2001:16c0:fec0::/43,2077456,2077456,,0,0
2001:16c0:fee0::/44,2077456,2077456,,0,0
2001:16c0:fef0::/45,2077456,2077456,,0,0
2001:16c0:fef8::/46,2077456,2077456,,0,0
2001:16c0:fefc::/47,130758,130758,,0,0
2001:16c0:fefe::/48,2750405,2750405,,0,0
2001:16c0:feff::/48,130758,130758,,0,0
2001:16c0:ff00::/40,2077456,2077456,,0,0
2001:16c1::/32,2077456,2077456,,0,0
2001:16c2::/31,2077456,2077456,,0,0
2001:16c4::/30,2077456,2077456,,0,0
2001:16d0::/32,3175395,3175395,,0,0
2001:16d8::/33,2661886,2661886,,0,0
2001:16d8:8000::/35,2661886,2661886,,0,0
2001:16d8:a000::/37,2661886,2661886,,0,0
2001:16d8:a800::/39,2661886,2661886,,0,0
2001:16d8:aa00::/41,2661886,2661886,,0,0
2001:16d8:aa80::/43,2661886,2661886,,0,0
2001:16d8:aaa0::/45,2661886,2661886,,0,0
2001:16d8:aaa8::/47,2661886,2661886,,0,0
2001:16d8:aaaa::/48,6255148,,,0,0
2001:16d8:aaab::/48,2661886,2661886,,0,0
2001:16d8:aaac::/46,2661886,2661886,,0,0
2001:16d8:aab0::/44,2661886,2661886,,0,0
2001:16d8:aac0::/42,2661886,2661886,,0,0
2001:16d8:ab00::/40,2661886,2661886,,0,0
2001:16d8:ac00::/38,2661886,2661886,,0,0
2001:16d8:b000::/36,2661886,2661886,,0,0
2001:16d8:c000::/34,2661886,2661886,,0,0
2001:16e0::/29,2921044,2921044,,0,0
2001:16e8::/32,2750405,2750405,,0,0
2001:16f0::/29,2921044,2921044,,0,0
2001:16f8::/32,2750405,2750405,,0,0
2001:1700::/27,2658434,2658434,,0,0
2001:1800::/32,6252001,6252001,,0,0
2001:1808::/32,3580239,3580239,,0,0
2001:1810::/32,6252001,6252001,,0,0
2001:1818::/32,6252001,6252001,,0,0
2001:1820::/32,6252001,6252001,,0,0
2001:1828::/32,6252001,6252001,,0,0
2001:1830::/32,6252001,6252001,,0,0
2001:1838::/32,6252001,6252001,,0,0
2001:1840::/32,6252001,6252001,,0,0
2001:1848::/32,6252001,6252001,,0,0
2001:1850::/32,6252001,6252001,,0,0
2001:1860::/32,6252001,6252001,,0,0
2001:1868::/32,6252001,6252001,,0,0
2001:1878::/32,6252001,6252001,,0,0
2001:1888::/32,6252001,6252001,,0,0
2001:1890::/29,6252001,6252001,,0,0
2001:1898::/32,6252001,6252001,,0,0
2001:18a0::/32,6252001,6252001,,0,0
2001:18a8::/32,6252001,6252001,,0,0
2001:18b0::/32,6252001,6252001,,0,0
2001:18b8::/32,6252001,6252001,,0,0
2001:18c0::/32,6251999,6251999,,0,0
2001:18c8::/32,6252001,6252001,,0,0
2001:18d8::/32,6252001,6252001,,0,0
2001:18e0::/32,6252001,6252001,,0,0
2001:18e8::/32,6252001,6252001,,0,0
2001:18f0::/32,6251999,6251999,,0,0
2001:18f8::/32,6251999,6251999,,0,0
2001:1900::/48,6252001,6252001,,0,0
2001:1900:1::/106,6252001,6252001,,0,0
2001:1900:1::40:0/108,6252001,6252001,,0,0
2001:1900:1::50:0/111,6252001,6252001,,0,0
2001:1900:1::52:0/112,6252001,6252001,,0,0
2001:1900:1::53:0/120,6252001,6252001,,0,0
2001:1900:1::53:100/120,1880251,6252001,,0,0
2001:1900:1::53:200/120,1861060,6252001,,0,0
2001:1900:1::53:300/120,6252001,6252001,,0,0
2001:1900:1::53:400/118,6252001,6252001,,0,0
2001:1900:1::53:800/117,6252001,6252001,,0,0
2001:1900:1::53:1000/116,6252001,6252001,,0,0
2001:1900:1::53:2000/115,6252001,6252001,,0,0
2001:1900:1::53:4000/114,6252001,6252001,,0,0
2001:1900:1::53:8000/120,6252001,6252001,,0,0
2001:1900:1::53:8100/120,1880251,6252001,,0,0
2001:1900:1::53:8200/120,1861060,6252001,,0,0
2001:1900:1::53:8300/120,6252001,6252001,,0,0
2001:1900:1::53:8400/118,6252001,6252001,,0,0
2001:1900:1::53:8800/117,6252001,6252001,,0,0
2001:1900:1::53:9000/116,6252001,6252001,,0,0
2001:1900:1::53:a000/115,6252001,6252001,,0,0
2001:1900:1::53:c000/114,6252001,6252001,,0,0
2001:1900:1::54:0/110,6252001,6252001,,0,0
2001:1900:1::58:0/109,6252001,6252001,,0,0
2001:1900:1::60:0/107,6252001,6252001,,0,0
2001:1900:1::80:0/105,6252001,6252001,,0,0
2001:1900:1::100:0/104,6252001,6252001,,0,0
2001:1900:1::200:0/103,6252001,6252001,,0,0
2001:1900:1::400:0/102,6252001,6252001,,0,0
2001:1900:1::800:0/101,6252001,6252001,,0,0
2001:1900:1::1000:0/100,6252001,6252001,,0,0
2001:1900:1::2000:0/99,6252001,6252001,,0,0
2001:1900:1::4000:0/98,6252001,6252001,,0,0
2001:1900:1::8000:0/97,6252001,6252001,,0,0
2001:1900:1::1:0:0/96,6252001,6252001,,0,0
2001:1900:1::2:0:0/95,6252001,6252001,,0,0
2001:1900:1::4:0:0/94,6252001,6252001,,0,0
2001:1900:1::8:0:0/93,6252001,6252001,,0,0
2001:1900:1::10:0:0/92,6252001,6252001,,0,0
2001:1900:1::20:0:0/91,6252001,6252001,,0,0
2001:1900:1::40:0:0/90,6252001,6252001,,0,0
2001:1900:1::80:0:0/89,6252001,6252001,,0,0
2001:1900:1::100:0:0/88,6252001,6252001,,0,0
2001:1900:1::200:0:0/87,6252001,6252001,,0,0
2001:1900:1::400:0:0/86,6252001,6252001,,0,0
2001:1900:1::800:0:0/85,6252001,6252001,,0,0
2001:1900:1::1000:0:0/84,6252001,6252001,,0,0
2001:1900:1::2000:0:0/83,6252001,6252001,,0,0
2001:1900:1::4000:0:0/82,6252001,6252001,,0,0
2001:1900:1::8000:0:0/81,6252001,6252001,,0,0
2001:1900:1:0:1::/80,6252001,6252001,,0,0
2001:1900:1:0:2::/79,6252001,6252001,,0,0
2001:1900:1:0:4::/78,6252001,6252001,,0,0
2001:1900:1:0:8::/77,6252001,6252001,,0,0
2001:1900:1:0:10::/76,6252001,6252001,,0,0
2001:1900:1:0:20::/75,6252001,6252001,,0,0
2001:1900:1:0:40::/74,6252001,6252001,,0,0
2001:1900:1:0:80::/73,6252001,6252001,,0,0
2001:1900:1:0:100::/72,6252001,6252001,,0,0
2001:1900:1:0:200::/71,6252001,6252001,,0,0
2001:1900:1:0:400::/70,6252001,6252001,,0,0
2001:1900:1:0:800::/69,6252001,6252001,,0,0
2001:1900:1:0:1000::/68,6252001,6252001,,0,0
2001:1900:1:0:2000::/67,6252001,6252001,,0,0
2001:1900:1:0:4000::/66,6252001,6252001,,0,0
2001:1900:1:0:8000::/65,6252001,6252001,,0,0
2001:1900:1:1::/64,6252001,6252001,,0,0
2001:1900:1:2::/63,6252001,6252001,,0,0
2001:1900:1:4::/62,6252001,6252001,,0,0
2001:1900:1:8::/61,6252001,6252001,,0,0
2001:1900:1:10::/60,6252001,6252001,,0,0
2001:1900:1:20::/59,6252001,6252001,,0,0
